Угол	TotalAntenna	TotalRadom	ThetaRadom	PhiRadom	TotalReflaction	ThetaReflaction	PhiReflaction	TotalRadomeCombined	ThetaRadomeCombined	PhiRadomeCombined
102,000000178814	-20,8945063776235	-28,3021046102484	-32,2472445598977	-30,5435832736934	-33,2526437849085	-46,1015513939395	-33,4840705065702	-26,6938780119557	-31,1748469078742	-28,6075261518432
102,100000180304	-20,48440179273	-29,048666551062	-32,4634485144451	-31,6889673236897	-33,3054150080274	-46,1693227807103	-33,53602221425	-27,1749510185168	-31,3881349895434	-29,2442937636599
102,200000181794	-20,1128404306437	-29,7921410141787	-32,6776901578685	-32,9308814907083	-33,3598920257879	-46,2300544496992	-33,5901583977024	-27,5964196881896	-31,5984349950185	-29,7998955322577
102,300000183284	-19,7757008460823	-30,5116203356855	-32,8892898462985	-34,2626796815415	-33,4159535129702	-46,2835485736518	-33,6463597254202	-27,9404349422383	-31,8049856458074	-30,2372115031297
102,400000184774	-19,4695537670842	-31,1772599381521	-33,0975372218373	-35,6462817860048	-33,4734707555038	-46,3296669498173	-33,7044989014414	-28,1910891085673	-32,0070027097717	-30,5220899631869
102,500000186265	-19,1915176467911	-31,7505127969981	-33,3016891690514	-36,9742719427746	-33,5323073197752	-46,3683326529021	-33,764440235545	-28,3373123836803	-32,203681969	-30,6328216640936
102,600000187755	-18,9391501838815	-32,1882820060964	-33,5009799557742	-38,0243062635296	-33,5923187686536	-46,3995303634974	-33,8260392483593	-28,3752796594258	-32,3942131942208	-30,5676100460623
102,700000189245	-18,7103655833149	-32,4522034344364	-33,6946349789695	-38,4937379074318	-33,6533524383603	-46,4233053775251	-33,8891423245261	-28,3093166308807	-32,5777963148545	-30,3452495721565
102,800000190735	-18,5033705704925	-32,5207259899821	-33,8818762786748	-38,2223226927575	-33,7152472914931	-46,4397613628073	-33,9535864285354	-28,1509075567121	-32,7536524886567	-29,9985697112328
102,900000192225	-18,3166142901883	-32,3973895797513	-34,061941441269	-37,3679850809331	-33,7778338625024	-46,4490569840515	-34,0191988992241	-27,9162385407188	-32,9210448492839	-29,564902925549
103,000000193715	-18,1487486363998	-32,1094231266883	-34,2340910874814	-36,23346574451	-33,8409343126136	-46,4514015632632	-34,0857973401513	-27,6233059747741	-33,0792896332339	-29,078480112403
103,100000195205	-17,998596522996	-31,6977152354454	-34,3976360337308	-35,0422954596533	-33,9043626115051	-46,4470499758474	-34,1531896240192	-27,2894788735753	-33,2277841776754	-28,5666479966165
103,200000196695	-17,8651262733227	-31,204966804559	-34,5519405402416	-33,902825326865	-33,9679248628947	-46,4362970017628	-34,2211740299257	-26,9299739413889	-33,3660110954911	-28,0492674036478
103,300000198185	-17,7474307779244	-30,6677448961405	-34,6964532933734	-32,8536684806881	-34,0314197904226	-46,4194713558125	-34,2895395323678	-26,5572162809364	-33,493567048374	-27,5397567609654
103,400000199676	-17,6447104064739	-30,1135499834408	-34,8307094212135	-31,9017435232884	-34,0946393987807	-46,3969296125725	-34,3580662604803	-26,1808094680687	-33,6101639625596	-27,0466146197269
103,500000201166	-17,5562589043443	-29,5612658960324	-34,9543568825655	-31,0417290162634	-34,1573698227917	-46,3690502216625	-34,4265261448274	-25,8078710138158	-33,7156491194894	-26,5748649732219
103,600000202656	-17,4814516837119	-29,0229407979965	-35,0671554126361	-30,2644850453762	-34,2193923740367	-46,3362277809044	-34,4946837670854	-25,443478878211	-33,8100008570913	-26,1271842553701
103,700000204146	-17,4197360524357	-28,5057147883124	-35,1689961156878	-29,5604024626568	-34,2804847905996	-46,298867701422	-34,5622974250229	-25,0911156286661	-33,8933394230223	-25,7047086756092
103,800000205636	-17,3706230241492	-28,013436660042	-35,2599005535769	-28,9206495792732	-34,3404226905408	-46,2573813630038	-34,6291204212479	-24,7530763168609	-33,9659207088142	-25,3076149567411
103,900000207126	-17,3336804290587	-27,5478168229134	-35,3400193034047	-28,3374944419871	-34,3989812238657	-46,2121818227347	-34,694902579189	-24,4307754827982	-34,0281263836127	-24,9354835681428
